

Task name: Task - 1
Task description: -

Date of output: 2.5.2019

Survey of antecedent attributes

	Group	Name	Description
	Default Partial Cedent	Country (subset), 1 - 1	-
	Default Partial Cedent	Rank_ (subset), 1 - 1	-
	Default Partial Cedent	Year_ (subset), 1 - 1	-

Survey of variable antecedent attributes

	Group	Name	Description
	Default Partial Cedent	C1__Security_Apparatus (subset), 1 - 1	-
	Default Partial Cedent	Homeless_People_due_to_Natural_Disaster (subset), 1 - 1	-
	Default Partial Cedent	P2__Public_Services (subset), 1 - 1	-
	Default Partial Cedent	P3__Human_Rights (subset), 1 - 1	-
	Default Partial Cedent	S2__Refugees_and_IDPs (subset), 1 - 1	-
	Default Partial Cedent	X1__External_Intervention (subset), 1 - 1	-

Survey of succedent attributes

	Group	Name	Description

Survey of variable sukcedent attributes

	Group	Name	Description
	Default Partial Cedent	Total( Alert -> Warning)	-

Survey of Action4ft-Quantifiers
	a-frequency	Before >= 2.00 Absolute number
	a-frequency	After >= 2.00 Absolute number

Task parameters
	The comparison of the first set versus the second set
	Sets must differ in all rows (i.e. not overlapping sets)

Nr.	Hypothesis	D%-Sum	Df-Conf	Df-AFUI	Df-FUE	Df-Avg	R-Conf	R-DFUI	R-FUE	R-Avg	H-Conf	H-DFUI	H-FUE	H-Avg	B:a	B:b	B:c	B:d	B:r	B:n	B:Conf	B:DConf	B:EConf	B:Supp	B:Cmplt	B:AvgDf	B:Lift	B:LBound	B:UBound	B:ELBound	B:EUBound	B:DLBound	B:DUBound	B:Fisher	B:Chi-Sq	B:PSep	B:bMean	B:bVAR	B:bStDev	B:P(>=90%)	B:P(>=95%)	A:a	A:b	A:c	A:d	A:r	A:n	A:Conf	A:DConf	A:EConf	A:Supp	A:Cmplt	A:AvgDf	A:Lift	A:LBound	A:UBound	A:ELBound	A:EUBound	A:DLBound	A:DUBound	A:Fisher	A:Chi-Sq	A:PSep	A:bMean	A:bVAR	A:bStDev	A:P(>=90%)	A:P(>=95%)	
174	Year_(2014) :  (P3__Human_Rights(9.9)  ->  P3__Human_Rights(4.8)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.3333333333	0.1629502573	0.5337078652	15.0516594517	1.5	9.6363636364	2.2837837838	116.6407982262	1.5	9.6363636364	2.2837837838	116.6407982262	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
175	Year_(2014) :  (P3__Human_Rights(9.9)  ->  P3__Human_Rights(4.1)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.3333333333	0.1629502573	0.5337078652	15.0516594517	1.5	9.6363636364	2.2837837838	116.6407982262	1.5	9.6363636364	2.2837837838	116.6407982262	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
10	Year_(2014) :  (S2__Refugees_and_IDPs(10)  ->  S2__Refugees_and_IDPs(9)) >÷< (Total(Alert)  ->  Total(Warning))	1.09	0.3333333333	0.3447684391	0.5449438202	15.0516594517	1.5	19.2727272727	2.3108108108	116.6407982262	1.5	19.2727272727	2.3108108108	116.6407982262	4	0	7	167	4	178	1	0.3636363636	0.9606741573	0.0224719101	0.3636363636	15.1818181818	16.1818181818	0.6561	1	0.0022655604	0.9992275996	0.9999987516	0.0000228997	0.0000081617	62.1233019854	0.75	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
17	Year_(2014) :  (S2__Refugees_and_IDPs(10)  ->  S2__Refugees_and_IDPs(4.4)) >÷< (Total(Alert)  ->  Total(Warning))	1.09	0.3333333333	0.3447684391	0.5449438202	15.0516594517	1.5	19.2727272727	2.3108108108	116.6407982262	1.5	19.2727272727	2.3108108108	116.6407982262	4	0	7	167	4	178	1	0.3636363636	0.9606741573	0.0224719101	0.3636363636	15.1818181818	16.1818181818	0.6561	1	0.0022655604	0.9992275996	0.9999987516	0.0000228997	0.0000081617	62.1233019854	0.75	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
18	Year_(2014) :  (S2__Refugees_and_IDPs(10)  ->  S2__Refugees_and_IDPs(3.6)) >÷< (Total(Alert)  ->  Total(Warning))	1.09	0.3333333333	0.3447684391	0.5449438202	15.0516594517	1.5	19.2727272727	2.3108108108	116.6407982262	1.5	19.2727272727	2.3108108108	116.6407982262	4	0	7	167	4	178	1	0.3636363636	0.9606741573	0.0224719101	0.3636363636	15.1818181818	16.1818181818	0.6561	1	0.0022655604	0.9992275996	0.9999987516	0.0000228997	0.0000081617	62.1233019854	0.75	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
32	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(6.2)) >÷< (Total(Alert)  ->  Total(Warning))	1.08	0.3333333333	0.2353440952	0.5337078652	15.0516594517	1.5	7.2954545455	2.2666666667	116.6407982262	1.5	7.2954545455	2.2666666667	116.6407982262	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	4	2	101	71	6	178	0.6666666667	0.0373831776	0.4213483146	0.0224719101	0.0380952381	0.1301587302	1.1301587302	0.98415	0.114265	1	0	1	0	0.5230620202	0.1513058956	24.75	0.625	0.625	0.1613743061	0.0256915089	0.0037570446	
45	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(7.3)) >÷< (Total(Alert)  ->  Total(Warning))	1.08	0.3333333333	0.2538593482	0.5393258427	15.0516594517	1.5	14.4545454545	2.2972972973	116.6407982262	1.5	14.4545454545	2.2972972973	116.6407982262	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
46	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(7.2)) >÷< (Total(Alert)  ->  Total(Warning))	1.08	0.3333333333	0.2538593482	0.5393258427	15.0516594517	1.5	14.4545454545	2.2972972973	116.6407982262	1.5	14.4545454545	2.2972972973	116.6407982262	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
48	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(6.6)) >÷< (Total(Alert)  ->  Total(Warning))	1.08	0.3333333333	0.2538593482	0.5393258427	15.0516594517	1.5	14.4545454545	2.2972972973	116.6407982262	1.5	14.4545454545	2.2972972973	116.6407982262	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
51	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(5.7)) >÷< (Total(Alert)  ->  Total(Warning))	1.08	0.3333333333	0.2538593482	0.5393258427	15.0516594517	1.5	14.4545454545	2.2972972973	116.6407982262	1.5	14.4545454545	2.2972972973	116.6407982262	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
53	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(5.3)) >÷< (Total(Alert)  ->  Total(Warning))	1.08	0.3333333333	0.2538593482	0.5393258427	15.0516594517	1.5	14.4545454545	2.2972972973	116.6407982262	1.5	14.4545454545	2.2972972973	116.6407982262	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
54	Year_(2014) :  (X1__External_Intervention(9.9)  ->  X1__External_Intervention(4.6)) >÷< (Total(Alert)  ->  Total(Warning))	1.08	0.3333333333	0.2538593482	0.5393258427	15.0516594517	1.5	14.4545454545	2.2972972973	116.6407982262	1.5	14.4545454545	2.2972972973	116.6407982262	3	0	8	167	3	178	1	0.2727272727	0.9550561798	0.0168539326	0.2727272727	15.1818181818	16.1818181818	0.729	1	0.0058118155	0.9977344396	0.9999999544	0.0000012484	0.0001785374	46.3262337662	1.6666666667	0.8	0.8	0.1632993162	0.3439000019	0.1854937502	2	1	103	72	3	178	0.6666666667	0.0188679245	0.4157303371	0.0112359551	0.019047619	0.1301587302	1.1301587302	0.972	0.271	1	0	1	0	0.6341216392	0.0743560401	51	0.6	0.6	0.2	0.0522999963	0.0140187495	
195	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(6.9)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.25	0.153516295	0.5280898876	14.9103896104	1.3333333333	6.4242424242	2.2533333333	55.9330143541	1.3333333333	6.4242424242	2.2533333333	55.9330143541	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	1	102	72	4	178	0.75	0.0283018868	0.4213483146	0.0168539326	0.0285714286	0.2714285714	1.2714285714	0.9477	0.3439	1	0	1	0	0.4566801129	0.4336190026	33.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
196	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(6.8)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.25	0.153516295	0.5280898876	14.9103896104	1.3333333333	6.4242424242	2.2533333333	55.9330143541	1.3333333333	6.4242424242	2.2533333333	55.9330143541	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	1	102	72	4	178	0.75	0.0283018868	0.4213483146	0.0168539326	0.0285714286	0.2714285714	1.2714285714	0.9477	0.3439	1	0	1	0	0.4566801129	0.4336190026	33.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
197	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(6.5)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.25	0.153516295	0.5280898876	14.9103896104	1.3333333333	6.4242424242	2.2533333333	55.9330143541	1.3333333333	6.4242424242	2.2533333333	55.9330143541	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	1	102	72	4	178	0.75	0.0283018868	0.4213483146	0.0168539326	0.0285714286	0.2714285714	1.2714285714	0.9477	0.3439	1	0	1	0	0.4566801129	0.4336190026	33.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
198	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(6)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.25	0.153516295	0.5280898876	14.9103896104	1.3333333333	6.4242424242	2.2533333333	55.9330143541	1.3333333333	6.4242424242	2.2533333333	55.9330143541	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	1	102	72	4	178	0.75	0.0283018868	0.4213483146	0.0168539326	0.0285714286	0.2714285714	1.2714285714	0.9477	0.3439	1	0	1	0	0.4566801129	0.4336190026	33.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
202	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(4.9)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.25	0.153516295	0.5280898876	14.9103896104	1.3333333333	6.4242424242	2.2533333333	55.9330143541	1.3333333333	6.4242424242	2.2533333333	55.9330143541	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	1	102	72	4	178	0.75	0.0283018868	0.4213483146	0.0168539326	0.0285714286	0.2714285714	1.2714285714	0.9477	0.3439	1	0	1	0	0.4566801129	0.4336190026	33.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
203	Year_(2014) :  (C1__Security_Apparatus(9.4)  ->  C1__Security_Apparatus(4.7)) >÷< (Total(Alert)  ->  Total(Warning))	1.07	0.25	0.153516295	0.5280898876	14.9103896104	1.3333333333	6.4242424242	2.2533333333	55.9330143541	1.3333333333	6.4242424242	2.2533333333	55.9330143541	2	0	9	167	2	178	1	0.1818181818	0.9494382022	0.0112359551	0.1818181818	15.1818181818	16.1818181818	0.81	1	0.0132545732	0.9941881845	0.999999999	0.0000000455	0.0034913985	30.708677686	3.5	0.75	0.75	0.1936491673	0.271	0.1426250001	3	1	102	72	4	178	0.75	0.0283018868	0.4213483146	0.0168539326	0.0285714286	0.2714285714	1.2714285714	0.9477	0.3439	1	0	1	0	0.4566801129	0.4336190026	33.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
8	Year_(2014) :  (S2__Refugees_and_IDPs(10)  ->  S2__Refugees_and_IDPs(4.9)) >÷< (Total(Alert)  ->  Total(Warning))	1.08	0.25	0.3353344768	0.5393258427	14.9103896104	1.3333333333	12.8484848485	2.28	55.9330143541	1.3333333333	12.8484848485	2.28	55.9330143541	4	0	7	167	4	178	1	0.3636363636	0.9606741573	0.0224719101	0.3636363636	15.1818181818	16.1818181818	0.6561	1	0.0022655604	0.9992275996	0.9999987516	0.0000228997	0.0000081617	62.1233019854	0.75	0.8333333333	0.8333333333	0.1408590425	0.4095100045	0.2262190631	3	1	102	72	4	178	0.75	0.0283018868	0.4213483146	0.0168539326	0.0285714286	0.2714285714	1.2714285714	0.9477	0.3439	1	0	1	0	0.4566801129	0.4336190026	33.3333333333	0.6666666667	0.6666666667	0.1781741613	0.0814599914	0.0225924988	
